@relation 'RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A5-M-1_clustered'

@attribute Instance_number numeric
@attribute 0.393IsAlone=1+0.393FamilySize=1-0.328Fare=3-0.296Pclass=1-0.287Has_Cabin=1... numeric
@attribute 0.427Pclass=1+0.378Has_Cabin=1-0.313Pclass=3+0.312IsAlone=1+0.312FamilySize=1... numeric
@attribute 0.597Pclass=2+0.386Fare=1-0.383Pclass=3-0.355Fare=0-0.222Fare=3... numeric
@attribute -0.692Age=1+0.609Age=2-0.198FamilySize=2+0.159Age=0+0.108IsAlone=1... numeric
@attribute 0.425Fare=2-0.382Age=0-0.357Fare=1-0.338FamilySize=7-0.297Fare=3... numeric
@attribute 0.405FamilySize=2+0.361Age=2+0.301FamilySize=11-0.3Fare=2-0.278Age=0... numeric
@attribute 0.643FamilySize=4-0.434Age=3-0.306FamilySize=2-0.269FamilySize=6-0.253Fare=1... numeric
@attribute 0.699FamilySize=3-0.315FamilySize=4+0.315FamilySize=11-0.261FamilySize=5-0.244FamilySize=2... numeric
@attribute -0.65FamilySize=5+0.328Sex=1+0.292Age=4+0.277FamilySize=2+0.263FamilySize=6... numeric
@attribute -0.631FamilySize=11-0.477FamilySize=6+0.415FamilySize=7-0.205FamilySize=5+0.186Fare=0... numeric
@attribute 0.721FamilySize=8-0.456FamilySize=7-0.346FamilySize=6+0.324FamilySize=5+0.118Age=3... numeric
@attribute ﻿Survived {0,1}
@attribute Cluster {cluster0,cluster1}

@data
750,-2.182524,-1.49649,2.042224,1.06686,2.020489,1.654388,-0.086604,-0.969918,0.500863,0.584305,0.212241,1,cluster1
751,-0.481796,-1.280757,2.939668,-0.828279,-1.699045,0.31437,3.373012,-1.320988,1.587353,-0.514742,0.125148,0,cluster0
752,1.559235,0.815598,0.708814,0.825447,-1.118702,-0.661365,-2.527826,-0.22579,-0.88001,0.151557,0.39357,0,cluster1
753,-0.886768,-2.900194,0.244063,0.443481,-1.702531,-0.47154,-0.478335,1.76018,-0.934898,0.570916,-0.33431,1,cluster1
754,-3.446757,1.424501,-0.60986,1.299385,-0.593223,0.056282,4.021213,-1.246667,1.139743,-0.580312,-0.000767,1,cluster1
755,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
756,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
757,-1.72637,-3.51606,-0.155667,0.749757,-0.939662,-1.448334,3.447861,-2.556591,0.649912,-0.054116,0.143714,1,cluster1
758,-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,1,cluster0
759,0.429298,-1.792967,-1.0827,-1.419834,0.949247,-0.643253,0.348402,2.570611,-0.069794,0.631209,-0.163803,0,cluster0
760,-3.135649,1.556822,-0.360547,-0.474128,-0.000786,0.057874,-2.392588,-0.445243,0.294723,0.620663,0.577694,0,cluster1
761,-1.234272,1.935507,0.258526,1.694701,1.490471,-0.503293,0.718451,-0.71196,-0.861584,-0.155638,-0.227043,1,cluster1
762,-4.211697,2.267287,-0.447944,-0.791485,-0.097946,0.184971,-1.8854,-0.840165,-0.460928,0.740538,0.374981,1,cluster1
763,-0.194856,0.431411,2.584137,0.841868,0.301921,-1.653588,-0.970898,-1.000138,-1.155581,0.44739,0.580357,1,cluster1
764,-1.667662,3.080736,-0.696721,1.345858,-0.168215,0.431519,1.003498,-0.198299,-0.776934,-0.196739,-0.232428,1,cluster1
765,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
766,-2.328811,-3.054678,2.087921,0.898541,-1.203265,-1.522099,4.078146,-2.583904,1.019825,0.045459,0.27412,1,cluster1
767,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,1,cluster0
768,-1.907288,1.9973,-0.974818,0.471953,-1.953879,-1.200092,0.75269,-0.671136,-0.502191,0.026002,-0.20154,1,cluster1
769,-1.19617,-3.645518,-1.328723,1.306346,-0.736625,-2.973829,-2.298989,-1.788613,2.066355,-3.003798,-2.141222,0,cluster1
770,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,1,cluster1
771,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,1,cluster0
772,-0.135875,2.215187,-0.403937,-1.069872,-0.668272,-0.409177,0.467012,0.239667,0.175502,-0.457816,-0.091419,0,cluster0
773,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
774,0.932483,-0.091707,2.303814,-0.505935,0.647518,-0.951,0.490859,-0.222448,0.397654,-0.253073,0.111915,0,cluster0
775,1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,0,cluster0
776,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0,cluster0
777,-0.493352,-2.711001,0.153699,0.647597,-1.583866,-0.832615,-0.873875,2.158784,-0.248667,0.411835,-0.253287,1,cluster1
778,-0.385117,1.969615,0.373548,-0.834271,1.011918,-1.577967,0.293612,-0.270313,0.021432,-0.455921,-0.207722,0,cluster0
779,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
780,-0.851494,-2.901613,-0.457114,-1.861481,1.047704,-0.462937,-0.039451,-2.292606,-5.441754,-1.731815,2.430216,0,cluster0
781,-0.730927,-1.923765,-0.086342,-1.610894,1.805539,0.653478,-1.141727,-0.500959,1.013966,0.184447,0.101155,0,cluster0
782,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
783,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
784,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
785,-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,1,cluster0
786,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
787,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
788,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
789,-0.158225,1.225042,0.345922,2.012057,1.587632,-0.630389,0.211262,-0.317038,-0.105934,-0.275513,-0.02433,0,cluster1
790,-1.667662,3.080736,-0.696721,1.345858,-0.168215,0.431519,1.003498,-0.198299,-0.776934,-0.196739,-0.232428,1,cluster1
791,1.534924,-0.55309,0.060226,-0.654719,0.911121,-0.877235,-0.139425,-0.195135,0.027741,-0.352648,-0.018492,0,cluster0
792,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,1,cluster0
793,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
794,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
795,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
796,-1.061476,-2.384931,-0.020832,-0.027583,-1.304462,1.376074,-1.498799,-1.067011,0.364945,0.670294,-0.024682,1,cluster1
797,-0.793843,-1.51046,2.971134,-1.266917,-0.777688,0.372706,0.37346,2.248749,-0.642942,0.306548,-0.296495,1,cluster0
798,-3.444832,-1.009792,0.954913,0.436458,-2.840447,-0.821265,4.474841,-2.066561,1.035057,-0.034848,0.147046,1,cluster1
799,-1.187207,3.866553,-0.805378,0.745603,-0.826902,-2.550267,0.435383,1.71509,2.649275,0.044513,0.446451,0,cluster1
800,-1.251584,-3.367379,-0.304931,0.719351,0.219025,-2.112147,-0.342773,1.810352,-0.207921,0.449012,-0.115882,0,cluster1
801,0.932483,-0.091707,2.303814,-0.505935,0.647518,-0.951,0.490859,-0.222448,0.397654,-0.253073,0.111915,0,cluster0
802,-0.253725,-1.627566,0.431795,1.521503,0.201797,0.798996,-0.623067,2.631621,-0.52341,0.189093,-0.284175,0,cluster1
803,-1.68354,-1.220809,-2.47262,1.575187,-1.014204,5.022469,1.139894,3.77202,-0.759154,-7.17777,1.079478,0,cluster1
804,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
805,-1.726785,-1.651575,2.247611,-1.666227,1.423271,0.940788,-0.115902,-0.926874,0.697648,0.443103,0.150538,1,cluster0
806,-2.089185,-1.971243,2.366018,1.772447,0.582398,0.109512,4.328954,-2.111066,0.745083,-0.177282,0.243232,1,cluster1
807,-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,0,cluster0
808,-1.552076,-2.166838,2.512505,-1.195163,1.025203,-0.906826,0.904562,1.900317,-0.602196,0.343725,-0.159091,1,cluster0
809,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
810,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
811,-0.556219,-2.439028,0.178553,-1.13983,1.407471,-1.194136,-0.121263,2.326233,-0.285878,0.08507,-0.208474,1,cluster0
812,1.83781,0.992629,-1.378788,-1.047963,0.474401,-0.560331,0.441888,0.052924,0.174405,0.154285,-0.09551,0,cluster0
813,-1.726785,-1.651575,2.247611,-1.666227,1.423271,0.940788,-0.115902,-0.926874,0.697648,0.443103,0.150538,1,cluster0
814,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
815,-3.365389,1.38399,-0.668759,1.064863,0.446799,-0.246456,0.62612,2.721673,-0.404321,0.081898,-0.341386,0,cluster1
816,-1.19617,-3.645518,-1.328723,1.306346,-0.736625,-2.973829,-2.298989,-1.788613,2.066355,-3.003798,-2.141222,0,cluster1
817,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
818,-1.923166,-2.304245,-2.750717,0.701281,-2.799867,3.390858,0.889086,3.299182,-0.484412,-6.955028,1.110367,0,cluster1
819,-1.333368,-1.462382,2.157246,-1.462111,1.541936,0.579713,-0.511443,-0.528271,1.383879,0.284022,0.231562,0,cluster0
820,1.2973,0.375478,2.852808,-0.781806,-1.274038,0.689607,0.355298,-0.272619,-0.329324,-0.13117,-0.106513,1,cluster0
821,0.552346,1.619412,2.379295,2.042157,-0.536652,0.808154,0.100703,0.086622,0.090704,-0.188256,-0.085475,1,cluster1
822,1.079185,-0.398005,-0.14516,2.078368,1.508338,-0.163635,-0.110127,-0.238179,-0.169045,-0.211447,0.043211,0,cluster1
823,-1.048742,-0.556922,0.284891,-2.000005,-0.094512,2.060107,-1.165641,-0.547449,0.217569,0.267145,-0.238962,1,cluster0
824,-3.643572,1.941216,-0.273414,-0.116304,-0.37735,-2.023718,-1.260477,2.38563,-1.07454,0.482079,0.146376,0,cluster1
825,-0.158225,1.225042,0.345922,2.012057,1.587632,-0.630389,0.211262,-0.317038,-0.105934,-0.275513,-0.02433,0,cluster1
826,-1.580083,-1.957873,-0.201364,0.918077,2.284092,1.728153,-0.716888,-0.942606,0.130949,0.48473,0.081835,0,cluster1
827,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
828,1.101535,0.592139,-0.89502,-1.003561,-0.747566,0.057577,0.145622,0.318526,0.112391,-0.393749,-0.023877,1,cluster0
829,-3.758805,1.194798,-0.578394,0.860747,0.328135,0.114618,1.02166,2.32307,-1.090552,0.240979,-0.42241,1,cluster1
830,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
831,-1.274246,3.269928,-0.787085,1.549974,-0.049551,0.070445,0.607958,0.200305,-0.090702,-0.35582,-0.151404,0,cluster1
832,-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,1,cluster0
833,0.297515,1.069958,0.551309,-0.72103,0.990414,-1.343989,0.181964,-0.273994,0.090851,-0.416715,-0.086034,1,cluster0
834,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
835,1.597791,-0.825063,0.035372,1.132708,-2.080216,-0.515714,-0.892037,-0.362585,0.064952,-0.025883,-0.063305,0,cluster1
836,-0.874033,-1.072186,0.549785,-1.528941,-0.492581,0.212493,-0.145177,2.279742,-1.082275,0.167767,-0.548591,0,cluster0
837,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
838,-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,1,cluster0
839,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
840,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,1,cluster0
841,-1.290123,-1.031617,-2.562984,1.779303,-0.895539,4.661394,0.744353,4.170623,-0.072923,-7.336851,1.160502,0,cluster1
842,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
843,1.079185,-0.398005,-0.14516,2.078368,1.508338,-0.163635,-0.110127,-0.238179,-0.169045,-0.211447,0.043211,0,cluster1
844,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
845,-0.366111,-1.45658,0.462652,-1.886765,-0.116016,2.294085,-1.277289,-0.55113,0.286988,0.306351,-0.117273,0,cluster0
846,-2.327632,-2.656914,-0.392327,0.401995,0.121864,-1.985051,0.164415,1.41543,-0.963571,0.568887,-0.318595,1,cluster1
847,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
848,-2.287415,-1.760768,0.983411,0.519292,-1.703265,-1.2511,0.572559,2.296701,0.246643,0.507486,0.009139,1,cluster1
849,-0.556219,-2.439028,0.178553,-1.13983,1.407471,-1.194136,-0.121263,2.326233,-0.285878,0.08507,-0.208474,1,cluster0
850,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
851,-1.633445,-2.126327,2.571404,-0.960641,-0.014819,-0.604088,4.299655,-2.068023,0.941868,-0.318484,0.181529,1,cluster0
852,-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,0,cluster0
853,-3.933513,1.710061,-0.843289,0.389683,0.726203,1.962233,0.001196,-0.504122,0.209291,0.340356,-0.112781,1,cluster1
854,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
855,-1.854026,-2.905997,1.938657,0.868135,-0.044578,-2.185912,0.287512,1.78304,0.161993,0.548587,0.014524,1,cluster1
856,-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,0,cluster0
857,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
858,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,1,cluster0
859,1.899741,-0.085905,0.60922,-0.930589,-1.010435,0.763372,-0.274987,-0.245307,-0.699237,-0.230745,-0.23692,0,cluster0
860,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
861,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
862,1.786519,0.805282,-1.011068,0.617197,0.225965,-1.390014,-1.527058,-0.329844,-0.62318,0.734874,0.575645,0,cluster1
863,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
864,-2.536657,-2.006339,1.760896,0.754894,-0.023074,-2.419891,0.399159,1.786721,0.092574,0.509381,-0.107165,1,cluster1
865,1.918,0.554354,1.042561,-0.78594,0.189294,-0.400117,0.960525,0.021931,0.613738,0.293066,0.156586,0,cluster0
866,1.671286,0.058863,-1.316049,1.594248,0.93145,0.748322,0.755079,-0.392404,-0.639192,0.493774,0.006859,1,cluster1
867,-0.158225,1.225042,0.345922,2.012057,1.587632,-0.630389,0.211262,-0.317038,-0.105934,-0.275513,-0.02433,0,cluster1
868,-1.592049,-0.832417,1.466894,-1.339889,-0.514819,-0.333089,0.794069,2.812582,0.168686,0.143544,-0.083452,0,cluster0
869,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
870,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,1,cluster0
871,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
872,-4.036988,1.752024,-0.183049,-0.32042,-0.496015,-1.662644,-0.864936,1.987027,-1.760771,0.64116,0.065352,1,cluster1
873,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
874,-3.758805,1.194798,-0.578394,0.860747,0.328135,0.114618,1.02166,2.32307,-1.090552,0.240979,-0.42241,1,cluster1
875,-1.333368,-1.462382,2.157246,-1.462111,1.541936,0.579713,-0.511443,-0.528271,1.383879,0.284022,0.231562,0,cluster0
876,2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,1,cluster0
877,-3.758805,1.194798,-0.578394,0.860747,0.328135,0.114618,1.02166,2.32307,-1.090552,0.240979,-0.42241,1,cluster1
878,-2.42215,-2.579926,1.764127,0.192954,0.234825,0.022777,-0.337412,-1.442755,0.775605,0.807046,0.24313,1,cluster1
879,-3.540097,1.899253,-0.933653,0.593799,0.844868,1.601158,-0.394344,-0.105519,0.895523,0.181275,-0.031758,0,cluster1
880,-1.744107,-1.485274,-0.198593,-0.140824,-1.282958,1.142096,-1.387151,-1.06333,0.295526,0.631088,-0.146371,0,cluster1
881,2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0,cluster1
882,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
883,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
884,-1.186666,-1.76868,-0.291728,1.122193,2.402757,1.367078,-1.112429,-0.544002,0.817181,0.325649,0.162858,0,cluster1
885,2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,0,cluster0
886,-0.158225,1.225042,0.345922,2.012057,1.587632,-0.630389,0.211262,-0.317038,-0.105934,-0.275513,-0.02433,1,cluster1
887,-0.985031,2.181079,-0.518959,1.459099,-0.189719,0.665498,0.891851,-0.201979,-0.707515,-0.157533,-0.110739,1,cluster1
888,-1.614399,-1.822561,2.216754,1.742041,1.741085,-0.554301,0.53832,2.255877,-0.11275,0.325846,-0.016364,0,cluster1
889,1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,0,cluster1
890,2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0,cluster0
